benefit_id,period,month,benefit_category,benefit,strategic_theme,business_unit,domain,ai_use_case_id,ai_use_case_name,executive_sponsor,product_owner,delivery_team,status,stage,maturity,actual,target,previous_period,variance_pct,ytd_value,fy_target,unit,confidence,data_source,evidence,contributing_systems,contributing_ai_models,risks,opportunities,dependencies,owner,financial_owner,last_updated,commentary,approval_status,approved_by
BI-FM-005-MTTR,2026-04,April,Operational,MTTR Improvement,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,4.6,5.0,4.4,4.5,4.6,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-04: MTTR contribution tracked for Zero Touch: ASOC Ask Katlego in Fault Management.,Draft,
BI-FM-005-REUSE,2026-04,April,Reuse,Reuse Score,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,3.8,5,3.7,2.7,3.8,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-04: reuse potential for Zero Touch: ASOC Ask Katlego assessed against ASOC cross-domain scaling.,Draft,
BI-FM-005-VALUE,2026-05,May,Financial,Annual Benefits Realised,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,52812.51,54166.67,50645.84,4.3,264062.55,650000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-05: Zero Touch: ASOC Ask Katlego contributed R value in Fault Management, linked directly to dashboard use case FM-005.",Draft,
BI-FM-005-HOURS,2026-05,May,Operational,Productivity Hours Saved,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,105.6,108.3,101.3,4.2,528.0,1300.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC Ask Katlego.,Draft,
BI-FM-005-MTTR,2026-05,May,Operational,MTTR Improvement,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,4.9,5.0,4.7,4.3,4.9,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: MTTR contribution tracked for Zero Touch: ASOC Ask Katlego in Fault Management.,Draft,
BI-FM-005-REUSE,2026-05,May,Reuse,Reuse Score,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,3.9,5,3.8,2.6,3.9,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: reuse potential for Zero Touch: ASOC Ask Katlego assessed against ASOC cross-domain scaling.,Draft,
BI-FM-005-VALUE,2026-06,June,Financial,Annual Benefits Realised,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,56293.71,54166.67,54127.05,4.0,337762.26,650000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-06: Zero Touch: ASOC Ask Katlego contributed R value in Fault Management, linked directly to dashboard use case FM-005.",Draft,
BI-FM-005-HOURS,2026-06,June,Operational,Productivity Hours Saved,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,112.6,108.3,108.3,4.0,675.6,1300.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC Ask Katlego.,Draft,
BI-FM-005-MTTR,2026-06,June,Operational,MTTR Improvement,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,5.2,5.0,5.0,4.0,5.2,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: MTTR contribution tracked for Zero Touch: ASOC Ask Katlego in Fault Management.,Draft,
BI-FM-005-REUSE,2026-06,June,Reuse,Reuse Score,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,4.0,5,3.9,2.6,4.0,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: reuse potential for Zero Touch: ASOC Ask Katlego assessed against ASOC cross-domain scaling.,Draft,
BI-FM-006-VALUE,2026-01,January,Financial,Annual Benefits Realised,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,62394.4,79166.67,59227.73,5.3,62394.4,950000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-01: Zero Touch: ASOC FM Root Cause Analysis contributed R value in Fault Management, linked directly to dashboard use case FM-006.",Draft,
BI-FM-006-HOURS,2026-01,January,Operational,Productivity Hours Saved,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,124.8,158.3,118.5,5.3,124.8,1900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC FM Root Cause Analysis.,Draft,
BI-FM-006-MTTR,2026-01,January,Operational,MTTR Improvement,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,6.3,8.0,6.0,5.0,6.3,8.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: MTTR contribution tracked for Zero Touch: ASOC FM Root Cause Analysis in Fault Management.,Draft,
BI-FM-006-REUSE,2026-01,January,Reuse,Reuse Score,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,3.5,5,3.4,2.9,3.5,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: reuse potential for Zero Touch: ASOC FM Root Cause Analysis assessed against ASOC cross-domain scaling.,Draft,
BI-FM-006-VALUE,2026-02,February,Financial,Annual Benefits Realised,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,67274.82,79166.67,64108.15,4.9,134549.64,950000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-02: Zero Touch: ASOC FM Root Cause Analysis contributed R value in Fault Management, linked directly to dashboard use case FM-006.",Draft,
BI-FM-006-HOURS,2026-02,February,Operational,Productivity Hours Saved,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,134.5,158.3,128.2,4.9,269.0,1900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC FM Root Cause Analysis.,Draft,
BI-FM-006-MTTR,2026-02,February,Operational,MTTR Improvement,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,6.8,8.0,6.5,4.6,6.8,8.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: MTTR contribution tracked for Zero Touch: ASOC FM Root Cause Analysis in Fault Management.,Draft,
BI-FM-006-REUSE,2026-02,February,Reuse,Reuse Score,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,3.6,5,3.5,2.9,3.6,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: reuse potential for Zero Touch: ASOC FM Root Cause Analysis assessed against ASOC cross-domain scaling.,Draft,
BI-FM-006-VALUE,2026-03,March,Financial,Annual Benefits Realised,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,70715.02,79166.67,67548.35,4.7,212145.06,950000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-03: Zero Touch: ASOC FM Root Cause Analysis contributed R value in Fault Management, linked directly to dashboard use case FM-006.",Draft,
BI-FM-006-HOURS,2026-03,March,Operational,Productivity Hours Saved,Accelerate root-cause analysis and reduce dependency on manual log investigation.,ASOC,Fault Management,FM-006,Zero Touch: ASOC FM Root Cause Analysis,David Mgcina,Anthony Fernandes,ASOC Fault Management,Sandbox,Forecast,Scaled,141.4,158.3,135.1,4.7,424.2,1900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTS and MTTR,"IBM NOI, Resolve, AIOps, Shesha",Automation analytics,,Scale Zero Touch: ASOC FM Root Cause Analysis across additional ASOC processes and OPCOs where reusable.,Operational RCA support for major troubleshooting scenarios,Anthony Fernandes,ASOC Finance,2026-06-30,2026-03: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC FM Root Cause Analysis.,Draft,
